証券コード,企業名,業種,時価総額（億円）,配当利回り(%),PER,過去3年EPS年平均増減率(%),最新年度真FCF利回り(%),1年前真FCF利回り(%),2年前真FCF利回り(%),3年前真FCF利回り(%),3年間平均真FCF利回り(%),最新年度営業CF利回り(%),1年前営業CF利回り(%),2年前営業CF利回り(%),3年前営業CF利回り(%),3年間平均営業CF利回り(%),3年間平均CF設備投資率(%),最新年度営業利益率(%),1年前営業利益率(%),2年前営業利益率(%),3年前営業利益率(%),最新年度売上高増加率(%),1年前売上高増加率(%),2年前売上高増加率(%),ROIC(%),参考ROIC（現預金控除後）(%),1年前ROIC(%),2年前ROIC(%),3年前ROIC(%),自己資本比率(%),粗利率(%),現預金等（円）
1793,"Ohmoto Gumi Co., Ltd.",Industrials,531.83,3.56,29.31,,-10.78,-1.24,22.44,-40.0,3.47,-9.62,-0.67,23.09,-39.74,4.27,-31.83,2.71,2.6,2.04,0.62,24.76,-15.61,-12.08,2.11,2.33,1.72,1.13,0.45,,9.95,6888000000.0
1795,Masaru Corporation,Industrials,50.03,1.9,12.07,,24.3,8.21,4.59,-5.68,12.37,24.76,8.44,4.6,-5.41,12.6,1.6,5.99,4.55,5.84,2.85,19.0,3.61,24.08,6.65,14.3,4.42,6.57,2.55,86.39,20.94,3364809000.0
1798,Moriya Corporation,Industrials,114.17,3.62,4.16,,9.58,25.15,-18.39,27.59,5.45,11.91,26.94,-16.92,28.6,7.31,5.83,7.59,4.56,5.13,3.08,1.17,15.97,11.21,13.19,25.06,9.53,10.28,5.94,82.13,13.55,9728139000.0
1799,Daiichi Kensetsu Corporation,Industrials,585.22,4.92,11.27,,3.99,3.68,5.48,-8.07,4.38,7.28,10.22,9.18,-0.68,8.89,49.84,11.52,12.4,6.99,7.54,3.44,7.43,13.99,6.46,8.1,6.98,3.79,3.68,98.94,18.25,15136636000.0
1801,Taisei Corporation,Industrials,20253.88,3.05,12.12,,3.44,-2.26,-4.03,0.69,-0.95,7.27,-0.68,2.01,1.49,2.87,41.03,9.0,5.58,1.5,3.33,-3.02,22.05,7.45,9.45,11.77,7.3,1.47,3.69,68.56,15.8,278336000000.0
1802,Obayashi Corporation,Industrials,21110.71,3.12,12.31,,6.03,1.62,-1.33,6.25,2.11,11.98,3.99,2.39,10.82,6.12,88.18,7.53,5.5,3.41,4.73,-0.17,11.42,17.2,8.66,11.94,6.68,3.88,4.93,78.52,14.1,440676000000.0
1803,Shimizu Corporation,Industrials,16140.7,3.26,12.74,,-3.53,7.75,-4.89,0.95,-0.22,2.58,9.86,-1.32,5.19,3.71,-4.38,5.77,3.65,-1.23,2.83,5.83,-3.05,3.71,5.13,6.66,3.18,-1.03,2.61,64.23,12.54,355992000000.0
1807,"Watanabe Sato Co., Ltd.",Industrials,121.06,4.11,13.69,,39.53,-37.23,25.04,-2.24,9.11,42.09,-32.75,28.78,1.55,12.71,1.79,3.18,2.91,4.3,1.78,-16.62,5.27,10.8,3.12,4.33,3.31,5.3,1.95,,10.47,6394125000.0
1808,HASEKO Corporation,Consumer Cyclical,7286.2,3.68,13.45,,18.7,-2.3,12.47,-11.99,9.62,21.6,0.54,15.79,-7.12,12.64,187.34,7.76,7.19,7.84,8.78,8.14,7.58,6.54,6.14,8.71,5.05,6.26,7.24,57.69,14.91,291728000000.0
1810,"Matsui Construction Co., Ltd.",Industrials,414.12,4.9,9.56,,19.94,16.51,-40.93,15.91,-1.49,22.27,18.41,-39.09,17.34,0.53,5.35,5.89,3.41,0.27,2.56,-3.24,2.36,9.37,6.72,9.57,4.41,0.34,3.41,,11.35,17005000000.0
1811,The Zenitaka Corporation,Industrials,536.4,1.6,12.61,,32.31,-15.04,-42.82,-30.3,-8.52,34.96,-14.41,-41.74,-5.43,-7.06,0.18,3.75,3.08,2.75,1.42,4.01,-0.26,12.4,2.22,2.68,1.9,1.83,1.2,78.03,10.07,25404000000.0
1812,Kajima Corporation,Industrials,22842.36,2.98,13.01,,2.56,-1.72,3.48,-4.64,1.44,5.02,1.34,5.42,-1.27,3.93,104.21,7.85,5.22,5.11,5.17,5.34,9.25,11.44,7.5,9.2,5.32,5.16,5.3,62.91,13.88,415027000000.0
1813,Fudo Tetra Corporation,Industrials,446.19,2.96,9.99,,-8.81,-14.43,8.34,-2.28,-4.97,-5.16,1.39,15.83,1.26,4.02,371.06,7.24,4.57,3.91,5.11,17.46,2.37,-3.57,7.96,9.88,4.65,4.85,6.2,81.92,19.56,10433000000.0
1814,"Daisue Construction Co., Ltd.",Real Estate,363.94,5.34,9.67,,24.86,-10.54,-7.28,9.71,2.35,25.55,-8.41,-5.27,11.52,3.96,-20.29,6.23,4.15,2.04,2.63,18.56,14.41,8.32,17.2,27.98,8.18,3.79,5.94,82.13,11.32,10776000000.0
1815,Tekken Corporation,Industrials,620.62,2.6,12.34,,-23.75,-34.2,4.84,-1.16,-17.7,-22.38,-32.68,6.4,-0.35,-16.22,4.55,3.13,1.87,0.52,0.77,-2.86,0.83,14.21,2.46,2.93,1.91,0.62,0.83,51.06,9.72,24769000000.0
1820,"Nishimatsu Construction Co., Ltd.",Industrials,2190.6,4.56,9.1,,-9.27,-8.29,7.9,3.97,-3.22,1.39,2.69,14.62,15.86,6.23,407.1,7.08,5.75,4.69,3.71,7.97,-8.67,18.21,4.6,5.18,3.91,3.52,2.85,47.21,13.71,48273000000.0
1822,Daiho Corporation,Industrials,699.53,4.62,16.09,,4.24,15.93,-19.04,16.43,0.38,5.56,16.83,-16.49,18.38,1.97,4.57,4.93,3.86,0.29,3.25,-2.49,-12.15,4.6,5.12,7.28,5.03,1.33,3.81,86.26,10.84,24810000000.0
1826,"Sata Construction Co., Ltd.",Industrials,129.61,5.6,13.45,,-6.43,4.36,15.22,20.96,4.38,-5.41,6.94,15.49,22.43,5.67,6.66,4.82,2.98,0.77,6.05,13.96,23.7,-13.41,8.34,23.31,3.68,0.5,7.77,90.06,10.64,8721000000.0
1827,Nakano Corporation,Industrials,453.95,1.91,10.36,,22.3,-10.42,-5.35,4.0,2.18,22.95,-9.64,-4.6,4.78,2.9,-7.2,3.89,2.97,2.97,2.5,24.91,2.91,-6.15,8.02,21.21,5.98,5.91,5.14,99.32,10.46,30965000000.0
1828,Tanabe Engineering Corporation,Industrials,257.21,4.12,7.45,,4.53,44.84,-22.9,4.68,8.82,7.54,50.25,-18.43,7.11,13.12,8.84,9.11,7.55,5.16,6.36,3.02,-1.95,20.72,11.89,18.76,9.85,7.03,7.71,95.0,19.44,10601343000.0
1833,Okumura Corporation,Industrials,2043.01,5.31,11.12,,-2.92,-9.04,-9.85,6.75,-7.27,3.73,-5.79,-8.39,8.76,-3.48,34.96,5.19,3.26,4.76,4.75,3.01,3.5,15.52,4.61,4.94,18.14,3.94,3.85,74.21,12.59,17269000000.0
1835,"Totetsu Kogyo Co., Ltd.",Industrials,1343.23,3.94,10.46,,1.53,1.71,0.69,-10.79,1.31,3.9,3.1,3.6,-6.67,3.53,62.16,10.8,9.7,8.28,7.28,1.86,12.83,13.78,8.1,9.36,8.39,6.67,5.86,,17.23,20574436000.0
1840,"Tsuchiya Holdings Co., Ltd.",Consumer Cyclical,65.98,3.86,,,-14.53,22.48,-32.38,-42.11,-8.14,18.95,48.87,-28.16,-33.97,13.22,71.89,-0.39,0.46,1.14,0.43,-5.47,-3.27,-0.9,1.42,2.13,0.61,1.45,0.54,68.56,25.84,5331443000.0
1844,"Ohmori Co.,Ltd.",Industrials,84.97,2.6,16.33,,16.57,-24.63,5.33,,-0.91,17.37,-22.95,5.93,,0.12,2.51,,10.4,7.46,5.99,,-1.19,15.43,,,4.48,4.11,,63.03,17.49,3447516000.0
1847,"Ichiken Co., Ltd.",Real Estate,487.04,4.68,7.6,,-7.94,16.48,3.69,2.52,4.08,-6.64,16.72,3.86,2.62,4.65,-4.55,8.51,6.9,4.26,3.04,7.25,2.72,9.44,13.8,20.25,11.38,8.34,5.31,84.23,12.34,14675000000.0
1848,Fuji P.S Corporation,Industrials,134.61,3.31,13.55,,-4.44,-29.92,-18.62,-16.55,-17.66,3.11,-17.34,-8.07,-8.63,-7.43,13.25,4.93,2.62,1.97,0.82,-4.56,18.22,6.42,4.68,5.1,2.71,1.84,0.74,55.5,15.91,1960000000.0
184A,"Manabi-aid Co.,Ltd.",Consumer Defensive,11.33,0.0,,,-10.6,-20.43,5.21,1.78,-8.61,-9.54,-19.27,5.63,2.13,-7.73,-3.22,-46.91,-102.47,23.28,22.23,26.27,-53.89,25.41,-31.04,-182.17,-174.73,34.67,35.0,,43.09,459872000.0
1850,"Nankai Tatsumura Construction Co., Ltd.",Industrials,121.64,1.87,5.98,,69.08,-51.87,12.28,14.82,9.83,69.44,-50.42,12.51,15.0,10.51,-0.17,6.21,4.5,3.86,4.35,-13.5,21.36,2.89,10.17,15.11,7.34,6.45,8.68,96.27,11.34,6688000000.0
1852,Asanuma Corporation,Industrials,711.8,6.43,13.75,,24.99,6.42,-5.05,1.69,8.79,25.87,7.28,-4.45,1.9,9.57,0.56,4.11,4.11,2.66,3.94,4.96,9.39,5.7,8.26,13.18,7.57,4.63,7.1,77.67,11.18,23890000000.0
1853,"Mori-Gumi Co., Ltd.",Industrials,105.78,4.36,11.42,,22.05,-43.64,5.83,6.72,-5.25,24.92,-39.98,6.43,7.55,-2.88,3.88,4.81,3.7,3.92,3.42,-4.8,6.79,12.03,5.95,10.14,6.18,4.73,3.72,30.21,10.51,6403000000.0
1860,Toda Corporation,Industrials,4400.63,4.08,12.06,,7.55,-8.54,1.28,-15.56,0.1,14.19,6.0,14.12,-7.01,11.44,126.66,5.92,4.54,3.43,2.58,10.07,12.29,-4.52,4.6,5.34,3.13,1.85,1.67,69.93,14.28,86553000000.0
1861,"Kumagai Gumi Co.,Ltd.",Industrials,2199.01,3.91,11.07,,9.25,1.89,6.7,-10.54,5.95,11.38,3.74,7.72,-8.56,7.61,27.13,5.56,2.87,2.85,2.85,-2.18,12.5,9.84,7.64,10.5,4.33,3.59,3.96,76.06,10.92,64679000000.0
1866,Kitano Construction Corp.,Industrials,272.63,2.64,7.81,,-19.96,-25.32,4.62,58.91,-13.55,-15.27,-22.63,7.03,60.59,-10.29,-2.75,5.89,4.5,5.65,4.61,-2.55,-4.84,-0.37,6.48,8.72,6.3,8.62,6.27,,14.84,13239000000.0
1867,UEKI Corporation,Industrials,178.78,4.11,7.42,,-29.1,8.62,-6.6,1.4,-9.03,-21.2,14.82,-3.75,3.23,-3.38,-23.8,5.88,5.63,4.64,4.17,24.82,-9.31,14.25,6.45,7.17,6.02,6.15,4.8,83.38,11.89,3864021000.0
186A,Astroscale Holdings Inc.,Industrials,1449.63,0.0,-288.95,,-13.37,-8.93,-9.65,-6.54,-10.65,-8.61,-8.45,-8.85,-5.48,-8.64,-23.35,-167.92,-763.34,-405.1,-539.08,141.79,-13.87,59.1,-65.6,-192.32,-110.8,-75.39,-45.02,29.67,0.32,10021823000.0
1870,"Yahagi Construction Co.,Ltd.",Industrials,921.5,5.23,10.85,,9.32,-19.57,8.5,1.6,-0.58,10.69,-18.66,11.11,4.51,1.05,10.46,8.11,6.15,7.94,6.49,20.4,17.42,7.84,9.05,10.67,5.57,7.41,5.52,83.91,15.34,16260000000.0
1871,"PS Construction Co., Ltd.",Industrials,1008.02,4.73,10.8,,-18.53,14.83,13.72,-18.17,3.34,-17.33,15.83,15.82,-16.58,4.77,4.21,8.66,9.08,6.05,5.23,10.13,4.9,18.26,10.03,11.14,10.85,7.2,4.97,71.17,16.57,9343000000.0
1873,"Nihon House Holdings Co., Ltd.",Consumer Cyclical,121.99,3.97,9.1,,6.12,22.85,7.55,-3.24,12.17,10.26,28.28,20.66,22.35,19.73,41.02,8.04,6.68,2.49,5.9,-15.33,-10.54,-8.59,4.5,5.69,5.0,-0.14,4.83,70.54,45.36,7034000000.0
1878,"Daito Trust Construction Co.,Ltd.",Real Estate,10918.55,4.94,11.22,,0.89,5.61,6.53,4.96,4.34,3.71,7.84,8.32,7.52,6.62,41.96,6.81,6.45,6.05,6.03,7.73,6.4,4.45,13.24,21.32,14.52,14.79,13.91,62.23,17.49,276335000000.0
1879,Shinnihon Corporation,Industrials,1328.3,3.49,8.73,,12.57,1.67,8.64,7.84,7.63,12.98,2.0,8.81,7.97,7.93,7.12,14.74,13.91,13.16,15.11,5.14,-1.39,17.4,11.12,38.62,10.45,10.81,11.7,,18.51,95824000000.0
1882,Toa Road Corporation,Industrials,742.09,5.68,21.65,,13.01,-6.03,9.14,-0.09,5.37,16.45,-2.36,14.7,2.94,9.6,-32.06,4.77,3.96,4.64,3.99,-4.15,7.21,-0.56,6.38,8.38,5.58,6.67,5.96,99.04,11.97,13909000000.0
1885,TOA Corporation,Industrials,1636.32,3.73,8.52,,27.05,-9.9,22.17,-10.69,13.11,29.34,-8.71,24.05,-8.52,14.89,0.65,6.75,6.24,6.07,3.07,8.54,16.42,32.91,12.93,19.85,9.48,7.84,3.33,79.68,11.67,49380000000.0
1887,JDC Corporation,Industrials,438.09,5.52,8.04,,-15.75,-0.98,-11.47,-34.84,-9.4,-10.43,8.66,-2.88,-25.25,-1.55,-79.14,5.29,1.88,-6.93,2.91,9.61,-9.1,-12.0,5.62,6.9,1.53,-10.75,2.9,65.32,12.07,19919000000.0
1888,"Wakachiku Construction Co., Ltd.",Industrials,460.77,4.05,10.54,,-1.62,-25.03,-12.13,30.9,-12.93,1.04,-22.16,-8.6,32.86,-9.91,67.43,6.35,6.04,7.35,7.42,21.15,-8.91,12.99,6.07,8.2,6.19,9.35,11.6,80.65,13.94,19638000000.0
1893,"Penta-Ocean Construction Co., Ltd.",Industrials,4102.25,3.62,12.09,,-6.72,-14.99,-0.43,2.33,-7.38,16.67,-5.69,2.23,4.8,4.4,31.96,6.96,2.98,4.72,0.82,9.18,17.77,23.0,9.26,11.31,4.15,6.69,0.6,44.01,10.49,71769000000.0
1897,"The Kaneshita Construction Co.,Ltd.",Industrials,68.41,1.51,16.87,,0.26,8.83,20.89,-18.92,9.99,0.98,9.5,22.69,-18.21,11.06,29.38,1.13,2.8,2.23,1.48,-9.3,-8.59,7.69,0.37,0.72,1.02,0.9,0.55,99.98,11.86,9525000000.0
1898,"Seikitokyu Kogyo Co., Ltd.",Industrials,541.06,5.16,11.59,,17.76,-4.26,14.82,-4.93,9.44,21.1,-1.79,20.24,4.4,13.18,-31.65,6.74,5.88,4.65,2.89,-4.13,12.86,-4.74,9.22,12.88,8.67,5.88,3.6,86.58,13.48,14437000000.0
1899,Fukuda Corporation,Industrials,735.91,2.84,10.23,,0.97,6.04,7.12,5.01,4.71,3.5,7.99,10.18,6.82,7.22,42.24,4.63,4.6,3.21,3.37,0.82,2.68,5.11,6.05,9.16,6.1,4.24,4.35,99.09,11.03,30822000000.0
189A,"D & M Company Co., Ltd.",Healthcare,24.28,1.92,11.18,,-42.15,-4.21,-32.33,-90.89,-26.23,-33.11,-2.87,-32.23,-90.1,-22.74,-24.74,16.77,19.93,23.63,21.28,8.08,26.33,7.06,1.88,2.0,2.45,2.14,2.08,22.63,53.79,636294000.0
1904,"Taisei Oncho Co., Ltd.",Industrials,317.86,2.42,8.9,,28.72,-0.96,8.61,1.54,12.12,30.57,1.76,9.46,2.26,13.93,56.48,6.45,4.98,4.94,3.73,-1.25,2.37,31.42,9.52,24.9,7.54,8.19,5.25,91.11,17.67,18978944000.0
1905,Tenox Corporation,Industrials,98.02,4.29,10.37,,7.09,22.06,-6.45,6.29,7.57,14.46,31.09,1.45,9.75,15.67,207.81,6.11,4.7,2.58,3.57,-11.06,17.37,10.31,6.56,15.26,5.64,2.72,3.57,,18.96,7882234000.0
1909,"Nippon Dry-Chemical Co., Ltd.",Industrials,0.0,0.61,0.0,,12535427.93,34400779.28,3066603.6,-3143198.2,16667603.6,15390612.61,40282292.79,5157833.33,541378.38,20276912.91,24.56,13.2,11.0,8.55,7.68,8.6,-0.27,11.26,15.77,23.6,14.47,10.93,10.25,89.86,28.56,11753909000.0
190A,Chordia Therapeutics Inc.,Healthcare,51.9,0.0,,,-35.5,-37.34,10.46,-33.1,-20.79,-35.39,-37.33,10.48,-32.84,-20.75,-0.06,,,8.48,,,-100.0,,-73.54,,-43.35,4.66,-42.83,,0.0,2548955000.0
1911,"Sumitomo Forestry Co., Ltd.",Consumer Cyclical,7719.96,4.11,9.16,,2.31,-5.49,11.97,2.41,2.93,12.26,3.51,16.23,7.16,10.67,121.27,7.44,9.48,8.44,9.48,10.42,18.49,3.8,7.41,8.29,9.9,9.89,11.81,56.87,23.14,185405000000.0
1914,"Japan Foundation Engineering Co., Ltd.",Industrials,146.7,3.76,8.94,,-9.27,-11.67,3.3,-1.18,-5.88,0.7,3.07,11.26,6.61,5.01,657.08,5.32,6.25,4.29,3.26,-9.66,28.44,-1.39,3.41,4.18,5.29,2.73,1.7,78.78,16.96,5837226000.0
1921,Tomoe Corporation,Industrials,643.43,1.28,11.27,,14.27,3.99,-0.35,-1.3,5.97,15.36,7.74,3.43,0.68,8.84,55.29,13.62,11.34,9.53,10.51,0.81,3.98,-7.34,4.07,4.56,4.32,3.73,6.36,81.08,21.53,9466988000.0
1925,"Daiwa House Industry Co., Ltd.",Real Estate,28814.82,2.0,8.21,,-10.57,1.35,-1.87,-8.89,-3.7,6.57,14.6,10.49,7.99,10.55,156.49,11.03,10.05,8.46,9.48,2.61,4.46,6.0,6.82,7.36,7.49,6.41,8.07,46.43,22.27,434566000000.0
1926,"Raito Kogyo Co., Ltd.",Industrials,1572.32,1.41,13.28,,6.58,3.55,6.66,1.1,5.6,8.69,6.59,9.28,3.03,8.19,32.85,12.36,10.55,9.59,11.12,14.62,3.52,2.04,13.55,20.12,10.15,8.53,10.44,97.92,21.78,29975000000.0
1928,"Sekisui House, Ltd.",Consumer Cyclical,21825.26,4.34,8.54,,5.55,-1.29,-2.81,1.53,0.48,9.91,2.88,0.72,5.75,4.5,226.42,8.13,8.16,8.72,8.93,3.43,30.62,6.09,5.98,6.71,6.3,7.77,8.43,55.03,20.01,435177000000.0
1929,"Nittoc Construction Co., Ltd.",Industrials,507.49,4.16,12.18,,4.27,6.2,6.58,2.89,5.68,6.84,8.89,8.71,5.24,8.15,30.78,6.95,5.47,6.06,7.48,24.67,-6.49,-1.42,10.81,20.17,6.89,8.44,11.37,98.72,18.92,17732000000.0
192A,Integroup Inc.,Financial Services,27.22,3.86,32.74,,6.48,-8.49,35.1,20.93,11.03,6.48,-8.24,36.24,21.09,11.49,0.03,7.7,26.28,44.77,18.71,-17.66,-13.91,72.57,4.2,,17.99,50.92,24.68,,46.21,2022388000.0
1930,"Hokuriku Electrical Construction Co.,Ltd.",Industrials,431.24,3.09,11.23,,0.07,16.67,3.42,4.3,6.72,1.28,17.63,5.23,7.68,8.05,44.94,8.39,7.83,6.41,5.26,9.75,4.14,19.07,7.9,13.95,6.74,5.22,3.77,99.87,18.97,20017000000.0
1934,Yurtec Corporation,Industrials,1799.59,3.02,17.43,,3.33,7.62,3.98,4.93,4.98,3.69,8.38,4.33,5.39,5.47,9.02,7.15,6.29,4.33,4.19,-1.92,5.77,6.95,7.19,10.12,7.21,4.53,4.21,94.51,16.88,47283000000.0
1938,"Nippon Rietec Co.,Ltd.",Industrials,636.86,3.78,11.47,,4.72,0.3,2.82,1.97,2.61,7.45,3.2,6.07,3.4,5.57,60.27,9.61,7.57,5.86,5.0,7.83,17.3,8.93,7.49,8.51,5.8,3.94,3.19,99.27,17.59,8394704000.0
1939,Yondenko Corporation,Industrials,1068.34,3.7,14.23,,1.84,-1.96,4.33,2.29,1.4,3.75,-0.5,5.65,3.57,2.97,-72.25,8.87,7.62,7.0,5.58,-6.07,14.94,3.36,8.09,10.31,7.52,5.9,4.95,93.35,18.69,17012000000.0
1941,Chudenko Corporation,Industrials,2715.95,2.73,15.0,,9.06,6.34,3.81,0.77,6.4,10.73,8.38,5.05,2.28,8.05,21.5,11.49,9.78,5.94,4.42,2.69,10.38,6.34,7.48,9.56,8.5,3.64,8.8,,19.66,53248000000.0
1942,"Kandenko Co.,Ltd.",Industrials,10872.13,2.39,17.52,,6.78,0.31,0.14,0.18,2.41,8.23,1.68,1.82,0.69,3.91,63.75,11.2,8.68,6.84,6.05,10.44,12.28,10.5,15.0,18.76,10.64,7.45,7.06,97.16,16.27,79937000000.0
1944,Kinden Corporation,Industrials,11160.08,2.07,19.35,,7.86,2.2,3.45,2.7,4.5,7.86,2.2,3.45,2.7,4.5,0.0,12.02,8.65,6.52,6.14,6.48,7.72,7.45,9.46,13.22,7.03,4.94,4.58,63.85,23.56,192549000000.0
1945,Tokyo Energy & Systems Inc.,Industrials,709.08,3.76,16.6,,5.39,-22.55,10.67,5.91,-2.16,6.64,-21.48,11.99,11.48,-0.95,8.27,5.7,3.94,4.48,4.38,22.68,-23.45,11.91,3.12,3.5,1.8,3.2,2.66,80.76,15.29,9817000000.0
1946,Toenec Corporation,Industrials,2024.46,3.53,11.29,,9.4,6.35,7.81,5.07,7.85,12.89,9.39,9.44,6.24,10.57,25.59,7.86,5.92,6.29,4.43,0.55,7.16,8.97,7.61,10.06,5.81,5.74,8.97,68.02,17.78,47820000000.0
1948,"The Kodensha Co., Ltd.",Industrials,997.38,0.96,35.18,,3.2,0.92,0.14,0.07,1.42,3.36,1.12,0.19,0.12,1.56,17.2,8.8,7.85,3.32,2.03,12.66,12.6,3.91,10.91,11.31,10.02,3.8,2.37,98.03,21.44,901000000.0
194A,"WOLVES HAND Co., Ltd.",Healthcare,132.99,2.9,14.48,,3.1,3.45,-7.99,,-0.48,6.45,7.15,4.57,,6.06,126.15,,16.58,17.27,16.78,,7.3,8.29,,,11.93,12.27,,60.61,29.36,910879000.0
1950,"Nippon Densetsu Kogyo Co., Ltd.",Industrials,2349.48,3.2,13.01,,1.75,-4.19,0.67,-1.08,-0.59,4.48,-1.85,3.14,5.63,1.92,4.19,10.28,8.27,6.93,5.61,5.66,11.8,12.74,7.19,8.47,6.18,4.88,3.7,99.96,17.85,34342000000.0
1951,"EXEO Group, Inc.",Industrials,5222.19,3.15,16.99,,3.92,-2.26,4.24,-1.58,1.97,6.36,1.31,8.02,1.05,5.23,119.44,6.6,6.33,5.56,5.19,17.43,9.24,-2.15,6.55,7.17,5.77,4.63,4.81,74.11,14.56,41718000000.0
1952,"Shin Nippon Air Technologies Co., Ltd.",Industrials,1437.12,3.82,11.81,,7.46,9.49,-10.24,8.43,2.24,8.09,9.91,-9.44,8.92,2.85,1.15,9.77,8.24,7.22,6.35,12.49,7.58,14.03,12.77,18.78,10.78,8.59,8.17,97.07,17.56,27336000000.0
1959,Kraftia Corporation,Industrials,5566.12,2.79,13.9,,1.3,0.86,7.54,2.57,3.23,2.22,1.56,7.9,3.12,3.89,30.2,11.47,8.73,8.11,8.11,0.46,1.04,18.51,10.33,12.0,8.26,8.13,7.44,92.31,18.29,51939000000.0
195A,MUSCAT GROUP Inc.,Technology,24.28,0.0,,,-32.11,-19.57,2.59,-7.44,-16.36,-27.86,-16.8,3.8,-6.36,-13.62,0.0,-9.67,2.95,3.71,-9.09,38.27,25.77,29.49,-57.33,-69.31,1.86,7.55,-12.39,20.9,53.6,543999000.0
1960,Sanyo Engineering & Construction Inc.,Industrials,252.27,3.33,9.12,,20.72,-8.21,-8.69,3.09,1.27,23.11,-6.16,-2.62,5.99,4.78,-85.06,4.93,3.13,-2.52,-2.15,-9.99,33.76,30.93,5.69,9.29,4.41,-10.03,-1.23,95.52,14.94,14405000000.0
1961,"Sanki Engineering Co., Ltd.",Industrials,3715.3,2.83,47.65,,2.95,7.7,-0.1,-3.49,3.52,3.54,8.0,0.35,-2.85,3.96,49.93,10.99,8.65,5.22,2.84,0.61,14.07,16.27,15.92,23.75,14.29,6.95,3.75,94.9,22.02,42083000000.0
1963,JGC Holdings Corporation,Industrials,5673.05,2.25,13.55,,10.96,5.7,-1.39,17.39,5.09,14.08,8.24,1.95,19.53,8.09,74.74,4.75,-1.34,-2.28,6.05,-13.15,3.06,37.19,5.25,38.03,0.15,12.48,5.2,92.26,8.61,400476000000.0
1964,"Chugai Ro Co., Ltd.",Industrials,268.78,4.73,5.98,,19.96,-16.72,-8.28,-10.19,-1.68,23.91,-13.75,-3.31,-9.3,2.28,-51.64,7.71,7.55,5.05,4.68,2.99,23.78,4.67,5.85,8.4,5.88,3.0,3.59,85.88,21.73,10821000000.0
1965,Techno Ryowa Ltd.,Industrials,1431.15,0.86,12.23,,8.05,3.06,-1.29,-0.25,3.27,8.49,3.25,-1.02,-0.11,3.57,-5.45,15.98,11.44,7.86,5.21,17.21,14.25,20.74,16.86,24.03,13.03,8.16,4.82,98.76,25.38,19824000000.0
1966,Takada Corporation,Industrials,125.8,4.05,10.05,,-20.99,-29.22,0.2,-8.91,-16.67,-9.12,-5.13,13.87,-4.03,-0.13,-167.08,3.31,5.05,4.59,4.63,-7.53,11.12,-9.72,3.69,4.36,8.06,7.22,8.78,59.79,11.37,5241704000.0
1967,Yamato Corporation,Industrials,471.9,3.68,10.67,,-5.91,7.83,5.04,-5.61,2.32,2.94,9.61,8.3,-3.35,6.95,119.61,9.94,9.02,3.74,4.57,2.18,10.09,8.53,7.92,9.72,7.75,2.84,3.45,97.46,15.96,8653574000.0
1968,"Taihei Dengyo Kaisha, Ltd.",Industrials,1594.65,2.98,13.39,,-4.26,-2.09,-3.44,19.73,-3.26,-3.65,-1.58,-2.91,20.38,-2.71,-22.44,10.48,10.37,7.77,11.41,12.72,-2.85,2.85,7.2,9.6,6.78,6.2,9.6,89.31,18.05,35423000000.0
1969,"Takasago Thermal Engineering Co., Ltd.",Industrials,5781.52,2.8,15.46,,4.27,0.27,-2.84,3.59,0.57,5.14,1.02,-2.27,4.47,1.3,21.73,11.17,8.39,6.55,4.4,11.07,5.03,7.24,13.5,16.69,10.95,8.7,6.53,83.95,22.11,48228000000.0
196A,"MFS, Inc.",Financial Services,32.64,0.0,10.02,,-4.81,0.9,-25.33,,-9.75,-2.17,1.91,-25.27,,-8.51,-23.03,,-5.86,-8.68,-64.87,,17.54,90.59,,,-5.42,-17.34,,75.77,22.98,1976801000.0
1972,"Sanko Metal Industrial Co., Ltd.",Industrials,252.54,4.93,9.55,,6.61,11.53,12.4,1.4,10.18,10.35,14.11,16.26,3.24,13.57,26.06,8.04,9.08,8.66,8.5,3.74,5.7,7.83,9.41,19.25,10.77,10.43,10.41,93.56,20.73,14158000000.0
1975,"Asahi Kogyosha Co., Ltd.",Industrials,978.1,3.85,10.55,,8.96,-0.25,1.76,-1.41,3.49,13.02,1.3,2.06,-0.03,5.46,54.74,11.15,7.89,4.98,3.37,14.0,0.29,14.35,14.71,26.68,11.48,7.82,4.59,88.46,20.46,26392000000.0
1976,"MEISEI INDUSTRIAL Co.,Ltd.",Industrials,783.09,4.74,14.6,,7.71,6.3,6.66,4.0,6.89,8.3,8.86,9.1,5.19,8.75,20.91,12.73,16.06,13.35,12.23,-9.03,9.78,8.03,8.17,17.28,11.21,9.31,7.77,98.85,21.91,36812000000.0
1979,Taikisha Ltd.,Industrials,2356.91,3.73,15.29,,26.57,-10.68,7.15,1.12,7.68,27.45,-9.0,8.8,2.04,9.08,1.1,8.15,6.51,6.23,5.38,3.59,-5.91,36.67,9.79,22.19,7.33,9.0,6.32,98.06,19.31,90664000000.0
197A,"TAUNS Laboratories,Inc.",Healthcare,547.33,5.78,10.04,,3.1,10.91,-7.9,15.34,2.04,12.46,18.15,-5.77,19.54,8.28,26.02,44.37,43.56,31.69,64.1,1.05,17.62,-10.22,19.99,28.19,25.5,21.65,51.29,47.74,68.58,9266630000.0
