コード,銘柄名,市場・商品区分,__code
4768,大塚商会,プライム（内国株式）,4768
4769,ＩＣ,スタンダード（内国株式）,4769
476A,辻・本郷ＩＴコンサルティング,スタンダード（内国株式）,476A
4771,エフアンドエム,スタンダード（内国株式）,4771
4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,グロース（内国株式）,4772
4776,サイボウズ,プライム（内国株式）,4776
4777,ガーラ,スタンダード（内国株式）,4777
477A,スタートライン,グロース（内国株式）,477A
4783,ＮＣＤ,スタンダード（内国株式）,4783
4784,ＧＭＯインターネット,プライム（内国株式）,4784
478A,フツパー,グロース（内国株式）,478A
4792,山田コンサルティンググループ,プライム（内国株式）,4792
479A,ＰＲＯＮＩ,グロース（内国株式）,479A
4800,オリコン,スタンダード（内国株式）,4800
4801,セントラルスポーツ,プライム（内国株式）,4801
4809,パラカ,プライム（内国株式）,4809
480A,リブ・コンサルティング,グロース（内国株式）,480A
4811,ドリーム・アーツ,グロース（内国株式）,4811
4812,電通総研,プライム（内国株式）,4812
4813,ＡＣＣＥＳＳ,プライム（内国株式）,4813
4814,ネクストウェア,スタンダード（内国株式）,4814
4816,東映アニメーション,スタンダード（内国株式）,4816
4819,デジタルガレージ,プライム（内国株式）,4819
4820,イーエムシステムズ,プライム（内国株式）,4820
4825,ウェザーニューズ,プライム（内国株式）,4825
4826,ＣＩＪ,プライム（内国株式）,4826
4828,ビジネスエンジニアリング,プライム（内国株式）,4828
4829,日本エンタープライズ,スタンダード（内国株式）,4829
4832,ＪＦＥシステムズ,スタンダード（内国株式）,4832
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,グロース（内国株式）,4833
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,スタンダード（内国株式）,4838
4839,ＷＯＷＯＷ,プライム（内国株式）,4839
483A,テラテクノロジー,スタンダード（内国株式）,483A
4840,トライアイズ,スタンダード（内国株式）,4840
4845,スカラ,スタンダード（内国株式）,4845
4847,インテリジェント　ウェイブ,プライム（内国株式）,4847
4848,フルキャストホールディングス,プライム（内国株式）,4848
4849,エン,プライム（内国株式）,4849
485A,パワーエックス,グロース（内国株式）,485A
4880,セルソース,スタンダード（内国株式）,4880
4881,ファンペップ,グロース（内国株式）,4881
4882,ペルセウスプロテオミクス,グロース（内国株式）,4882
4883,モダリス,グロース（内国株式）,4883
4884,クリングルファーマ,グロース（内国株式）,4884
4885,室町ケミカル,スタンダード（内国株式）,4885
4886,あすか製薬ホールディングス,プライム（内国株式）,4886
4887,サワイグループホールディングス,プライム（内国株式）,4887
4888,ステラファーマ,グロース（内国株式）,4888
4889,レナサイエンス,グロース（内国株式）,4889
4890,坪田ラボ,グロース（内国株式）,4890
4891,ティムス,グロース（内国株式）,4891
4892,サイフューズ,グロース（内国株式）,4892
4893,ノイルイミューン・バイオテック,グロース（内国株式）,4893
4894,クオリプス,グロース（内国株式）,4894
4896,ケイファーマ,グロース（内国株式）,4896
4901,富士フイルムホールディングス,プライム（内国株式）,4901
4902,コニカミノルタ,プライム（内国株式）,4902
4911,資生堂,プライム（内国株式）,4911
4912,ライオン,プライム（内国株式）,4912
4914,高砂香料工業,プライム（内国株式）,4914
4918,アイビー化粧品,スタンダード（内国株式）,4918
4919,ミルボン,プライム（内国株式）,4919
4920,日本色材工業研究所,スタンダード（内国株式）,4920
4922,コーセーホールディングス,プライム（内国株式）,4922
4923,コタ,プライム（内国株式）,4923
4925,ハーバー研究所,スタンダード（内国株式）,4925
4926,シーボン,スタンダード（内国株式）,4926
4927,ポーラ・オルビスホールディングス,プライム（内国株式）,4927
4928,ノエビアホールディングス,プライム（内国株式）,4928
4929,アジュバンホールディングス,スタンダード（内国株式）,4929
4931,新日本製薬,プライム（内国株式）,4931
4932,アルマード,スタンダード（内国株式）,4932
4933,Ｉ－ｎｅ,プライム（内国株式）,4933
4934,プレミアアンチエイジング,グロース（内国株式）,4934
4935,リベルタ,スタンダード（内国株式）,4935
4936,アクシージア,スタンダード（内国株式）,4936
4937,Ｗａｑｏｏ,グロース（内国株式）,4937
4951,エステー,プライム（内国株式）,4951
4956,コニシ,プライム（内国株式）,4956
4958,長谷川香料,プライム（内国株式）,4958
4960,ケミプロ化成,スタンダード（内国株式）,4960
4966,上村工業,スタンダード（内国株式）,4966
4967,小林製薬,プライム（内国株式）,4967
4968,荒川化学工業,プライム（内国株式）,4968
4970,東洋合成工業,スタンダード（内国株式）,4970
4971,メック,プライム（内国株式）,4971
4972,綜研化学,スタンダード（内国株式）,4972
4973,日本高純度化学,プライム（内国株式）,4973
4975,ＪＣＵ,プライム（内国株式）,4975
4976,東洋ドライルーブ,スタンダード（内国株式）,4976
4977,新田ゼラチン,スタンダード（内国株式）,4977
4978,リプロセル,グロース（内国株式）,4978
4979,ＯＡＴアグリオ,スタンダード（内国株式）,4979
4980,デクセリアルズ,プライム（内国株式）,4980
4985,アース製薬,プライム（内国株式）,4985
4990,昭和化学工業,スタンダード（内国株式）,4990
4992,北興化学工業,スタンダード（内国株式）,4992
4994,大成ラミックグループ,スタンダード（内国株式）,4994
4996,クミアイ化学工業,プライム（内国株式）,4996
4997,日本農薬,プライム（内国株式）,4997
4998,フマキラー,スタンダード（内国株式）,4998
500A,ＴＯブックス,スタンダード（内国株式）,500A
5010,日本精蝋,スタンダード（内国株式）,5010
5011,ニチレキグループ,プライム（内国株式）,5011
5013,ユシロ,スタンダード（内国株式）,5013
5015,ビーピー・カストロール,スタンダード（内国株式）,5015
5016,ＪＸ金属,プライム（内国株式）,5016
5018,ＭＯＲＥＳＣＯ,スタンダード（内国株式）,5018
5019,出光興産,プライム（内国株式）,5019
5020,ＥＮＥＯＳホールディングス,プライム（内国株式）,5020
5021,コスモエネルギーホールディングス,プライム（内国株式）,5021
5025,マーキュリー,グロース（内国株式）,5025
5026,トリプルアイズ,グロース（内国株式）,5026
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,グロース（内国株式）,5027
5028,セカンドサイトアナリティカ,グロース（内国株式）,5028
5029,サークレイス,グロース（内国株式）,5029
5031,モイ,グロース（内国株式）,5031
5032,ＡＮＹＣＯＬＯＲ,プライム（内国株式）,5032
5033,ヌーラボ,グロース（内国株式）,5033
5034,ｕｎｅｒｒｙ,グロース（内国株式）,5034
5035,ＨＯＵＳＥＩ,グロース（内国株式）,5035
5036,日本ビジネスシステムズ,プライム（内国株式）,5036
5038,ｅＷｅＬＬ,グロース（内国株式）,5038
504A,イノバセル,グロース（内国株式）,504A
505A,ギークリー,スタンダード（内国株式）,505A
5071,ヴィス,スタンダード（内国株式）,5071
5074,テスホールディングス,プライム（内国株式）,5074
5076,インフロニア・ホールディングス,プライム（内国株式）,5076
5078,セレコーポレーション,スタンダード（内国株式）,5078
5079,ノバック,スタンダード（内国株式）,5079
5101,横浜ゴム,プライム（内国株式）,5101
5105,ＴＯＹＯ　ＴＩＲＥ,プライム（内国株式）,5105
5108,ブリヂストン,プライム（内国株式）,5108
5110,住友ゴム工業,プライム（内国株式）,5110
5121,藤倉コンポジット,プライム（内国株式）,5121
5122,オカモト,プライム（内国株式）,5122
5125,ファインズ,グロース（内国株式）,5125
5126,ポーターズ,グロース（内国株式）,5126
5129,ＦＩＸＥＲ,グロース（内国株式）,5129
5131,リンカーズ,グロース（内国株式）,5131
5132,ｐｌｕｓｚｅｒｏ,グロース（内国株式）,5132
5133,テリロジーホールディングス,スタンダード（内国株式）,5133
5134,ＰＯＰＥＲ,グロース（内国株式）,5134
5136,ｔｒｉｐｌａ,グロース（内国株式）,5136
5137,スマートドライブ,グロース（内国株式）,5137
5138,Ｒｅｂａｓｅ,グロース（内国株式）,5138
5139,オープンワーク,グロース（内国株式）,5139
5142,アキレス,プライム（内国株式）,5142
5161,西川ゴム工業,スタンダード（内国株式）,5161
5162,朝日ラバー,スタンダード（内国株式）,5162
5184,ニチリン,スタンダード（内国株式）,5184
5185,フコク,プライム（内国株式）,5185
5186,ニッタ,プライム（内国株式）,5186
